TRbxpQVEz2bMgRGdw1mobojB6Ds73kjMoz,8860.08118
TXwhCnBnB3KUhPnYnyREN8fGEHBRd2L8GJ,2.29614
TJ3psP4pEKtLMG2NjMciUi3ea2KreKeaKy,514.62299
TLKXDWhnABvbZpWv7ABGybCgEq96YZKrfx,1.23140
TCksydNwndXE4QxcWpDza4CXtNu5FJryHN,8073.31358
TQYP7zYNs4ea8dBpb6LjLThNeNxtzjMsJj,1.85130
TRLB1qScTb3TYA6xQK5vxU76LvdZ8tJGc5,363315.66867
TAEPq3TP8FRgnHbe8qiR3be7tGa4vRFs5q,584670.34142
TCn9Sqx2TaDa2z5ciemxHQNFqNCiPD5GLe,6226.54107
TT8otzBsGdhbKMjYsALhS46t4DzkYKxiPS,3874.86566
TDXXJKh9AmeFcSkHV6PXtt3ZWh7A5knUgW,1.32943
THKxsDDThJdzZNgxwQDesntv4px6JPvS2i,2601.81536
TQsTYt8ByBpZRSWayZEi5VWe7BNdjkZXdn,85.53274
TVX5CWNiDzw26udCP4KdStwcUpLQ3yqvaf,25.91658
THrCh8a3AxmLNC8HrXkP7MUy1bi24f28KX,33.03766
TF5GVqGnDZ2TB7wo4SxEfWZFxtWKxC3p7a,881402.33626
TDysRyh5FFawwngzGZkxbDwC2A4CcSPw7u,611.31578
TSRHA5KunG1xb8YRPcUTYTE5dv13kmcR3p,4836.41172
TDQBTSvTKkwxfiLXD4QnJGELCSJNVKxNMu,99852.67829
TJKUVMQ6jAVFvFUjLCyQbEBrVcQEmt2ceD,22633.07321
TQt7aV4Nk9hXmxqyGYZnf5zBh1AEXwHjUZ,55.50513
TLQLj1KU81YneTivEjZYd4rjVzn9HsoS4k,8.60310
TVgvSBcfN3iVTU7c56uZEwEuFjKdcq3yfk,1.22677
TTT1GC1479kQT1eMqpHk6Pkvx36KTnpCpH,445.40791
TQwNjtpjogFNhCVHJL4KECC45eQ9r7Gzij,9494.43415
TKLZUYCqkzQmBxkedhH5XEGsoxQvw87Hai,6420.61031
TS832wMmQ9V7nGppn6mZZJ2y5vSJrzXXNa,43.76182
TTyC2BdG8VAna2NUYU2aQsPx6mMs5rrkcp,72.30348
TYtygMxkRZFEpvBujY5QePG88k69zcrYRH,307.18687
TE41PizjD9acC3gLECs7q3WyNU8ChwKAP2,57725.46744
TCPHTcP9eXwLmxNUPp8Mq6XoWMmxEeJzDM,5440.25773
TUWpt883dYuRNPdyfdtXr5xKtoy2nvL7ui,34.39744
TP3DfzFovkp1YdCe6VjRsGRLaatbyuN5Dg,1.36733
TBEjeELXyMg4boaxSSxBEGdwhimSp7KtXr,2.24012
TQ5G6cyxUAUZZ58D5eKZrABfX1aoMb36KH,5372.44943
TCQvKFFF1AqEqYGVcRttEU8FqZAtEDv1ye,673.18434
TYwDcSMtzHC9TckBPRG5wK45mkVHWDzMCD,475.29222
TWMXmkMZjQ2R7jFbvaxowWs89FCkCdGzqt,93.22265
TPtUC2fg9v8L9e94udTNFiEcHzeFA8Gn7F,5044.69380
TNTTwCPHe8ANuNs2yiGjYQRfdacWcuihWD,330757.81440
TJhfhzLewA11WcFh2epQidZr25ihc785e9,7.47394
TGNRYR1ufnTUGZqizs17Un7AnLNWyYyBDN,309701.05403
TSW1WEWGTHcK47zV7Ecpmb4wXp6TC5ubTi,1.25806
TNaad5rMHViWZ36oxBAdq4pupGUDKPEEN6,262109.02997
THpBbRAciGpRkD9uQDdw4DA6t7bkKVyqPV,8892.05474
TFkoeXRwEV91Ltk2RpneWcF52HXZKdMY4n,73868.79075
TVAfWPq9nSLKp5w8YguHnSg4Xtd5PfARWy,926558.61630
TYkjWDZFfq1A8Xfp7Hpwfj3X8xr48Gdb4f,390115.15805
TAqgMLxzDc3eBpLipURMH2NsNqhqiyarxv,1.58938
TH2s3Wib3j8D9pvmtt2cWrHmhg9S3WvYvk,51.87342
TXjxY9wYBTheaSLg2bjoY959axVEf3nfbu,789665.13577
TSEvNSrotwpCxxwPxH3GNgbdn1sGMubsgK,221283.64194
TTs1jcahVDEkKuWssXDqv8Ru5cdSBtn2p5,65.01955
TTehEXWtQvAE9iJ2c16p6wjZMsBV7oDCiH,36.74971
TRsMynaGxWyEPueT9BtMEjxvoFNs9fTgUi,713796.48302
TM2TeMuid96oHktbTBbW4VEfmSSFDoZGjD,70.03094
TRoCfp3dNMS2JN5Qr568B18U4k63BZue4F,2.82638
TZ7GoxoS4eQZ28CDiyNaFHB8MqR9a7knrZ,44187.78986
TRedg9bzyEka1i81Zbu1Z4ENtbB2xFPJ7w,619.11789
TFZamiHiPdcpXPAcxozbzeDBP8mrAgirLR,805.31770
TYN7hqbPp21pwEjE2Kcvjgt7QNKP2gRvtf,71179.43375
TCi1JrtyqMtGSGBYAfejUBsAtKQVnsFceS,647038.00434
TQuv9ArBojcgkFqy25Yj2kDYNm4PASmySm,3101.82359
TTWhYjJLMNxE32oWwHMcd344nHeQDZ54nv,1.68779
TVECpaQMyxhsspi8NrPAjFWX5QUBmdsiVa,43.25983
TNZQfiADaaXkvM2jQeVLLvu62cpGZK9HRA,86.24680
TDtT9WtaL2k1M2nQmsUqNvAM2Czp1CF3So,601409.25111
TLXeWANXmdAe9JW9JHK7qmF8vCp6RtZyxC,0.83912
TAwC1RjZ4j1gph4pm9RDyw7T1UYL96fEyG,30809.00497
TXqnyg8PQ8cUvyPCM29cdcFYQzTwCCJvub,44.62470
TSrVxfStbQUPLJHcymaygDNpMpMnGWKS1N,794949.92401
TLaS7HAGPVZPydx8o6Ptcr6XWqheCvrnQW,924303.20795
TMPNBrAg9iudv1jbo5BHxtwVRnbtSPmRxe,5.18734
TVyEu8MDTe14dsLYpsB96cPULzFu8aK2PS,6.59690
TC51xyJF4BEk31XJkA63xM3Lx5Xuwgcv9f,55.56558
TLoZxq8WzN4fisP6Qr7djnDuZuVETs8yDq,5765.88022
TYGyMq7R9QFFge83wTeu941vWP8uRpvMAw,7.48897
TJXnZf8fh1KDa8B32M8kMwTPPosehd3bQa,6120.85790
TUTkjrygmCmHcXUpipRinm4NhRCfiY7ume,924.52084
TDnGJ2u8kMcjWYeY7YqnWwfv5SM1cZ1RwB,37.16149
TKabnhr1juyf7TdA2sJgBHN16QeqznPRiC,958.55812
TKCcf8z8HoCSFTJJxcNHRNmQdU2WeAwu96,33.04492
TDBfjZXD1Akkbwtg9BJrv6YUHK1eDJXoV9,46.77831
TUe3A7hz931kNVUtBppWDv9VCghDeZErFY,591084.01445
TBggzym8i2n2v6qQBDwCWM2RTQ1Uk8XMPc,328.08046
TTXNE8Na6SBH4LgV91pQrgNZEENqYKMBWn,74302.13671
TDWUeb63znGQLrhPNZVhwHbj3BpPS8tHi1,55.85884
TBmAPM18akeFYWb75czCi9LphFwnZoDsvC,308293.72806
TByM1G4WxFLe3xKEY1UMNerZMeDapmH6JX,0.75161
TBhzrXTxAWJwuzKBgvhcMuPc2jhtbNuxWX,9724.75052
TEH8Kdc1DBt8LoMk13Qe7R8BqT7r3WQaNp,78159.24042
TMZcNPoukiqjeo32UeLUkVyvDoDHqFcQaZ,1.40891
TCvvNyBVSrjY9xipJxtWge8Q8m1X1JZR7Y,894.45589
TDgKGbvMZzeBkG3F6wWh4mge8taRvn74S7,656.01374
TCPY6rgzbKEbgE1f8Pwbb6tCFgqCd7zhn8,63337.76194
TMF4ZM38JrSoyDbQiXpzcqSthmX2ddMjEV,303735.50785
TPeGooBYyohyy1hX3hXQK2hzXAyfNT6u2k,939.57095
TGXwsbw4M8HbT9M7JAcF6wgZv5geUKqe67,71146.00555
TFBHJNaipsbPX8o5sotbSyxR9FdxNo6Lff,233.05410
TJwU7SD2KjqrPhTSDUkHMRaGy8rVsfm7Aa,70089.05771
TWACES2fyWwBYqJfMarpxU8m6riapGqZcq,580780.33504
TLTCvCDWuvG9ptM9fVTevLkMZiVZCkF6fP,666365.31978
TD2HvVFZ4JnGJeDaMQEw8enTJHaEPCnZvi,93.00042
TDdUt7dwg4HpDmEzGjqiLjtrFDvrqkEAVt,19409.56367
TRHCpZVXS2zA4BhgeMLVMYtSPLHPCdNHcz,15369.20995
TCbiLgcgDrZibCbYL4bXSbFkBzpKXw3FiC,44.69636
TY2TSFiSCVLwdGTB1ywz8HapkCh1jDANX1,35830.48432
TPJJtZuztjo1Ah6NKLnEaNSWkpH4BiwD2y,9.00390
TQTmEreVd9DRVttxAsT2oUKm35RufFokPj,9506.25199
TB3cRyGPNk2EgYQ8mVMpZvBCTzTU5HWSuN,6.88958
TU5zPBbvh5CFbEYtbqKQxt7o8X3xYpBUaK,73.46378
TBfUVmCUXigAY5aBfkvHHnVsA7UoJ7oMdg,12399.12088
TRbVqCknSfjyjuyTZcppfnvHMR43dp6JSc,4141.02020
TX8T3GVAfEqRWsqCpq2PTbHBekYHyueEjy,36.74105
TF2SpWbX8G3DzyXV9cnpJxrtkGZ37pHpSR,52518.64602
TGE9UU7XQKdL72HhFFFcUVSVu8tjCrfJgp,971.05178
TXDgkWXsirqKywMku93zUy9HbbifxrLWx7,4958.94324
TCRWkNCnwKf2PVSk2oka1WhDTGpVMre3tx,3965.18834
TK25gpXY4LnXRLEisqk9x8aWWeD6fv2GjL,1323.38665
TSNLAebxkLLPF7xqqgy99A8Cvt5MGZ9wmg,319.17602
TF1CC2hcRFXqSti4dRmT5Y4QwVd4CUq1gs,4.15639
TSFguGmJ3XyqqrBCEC3KFSmuRSyuwt3UE2,687.83630
TZJRyYgYHGheuHqk4dssii3KMhwdXT5T29,159.52111
TPCbBtEeCsVtuDM8vgapjCs3hfust6HYs6,2.94824
TPReoVEqbDLNPTK2AkeoDYs8MZHCZhZmpj,388.77450
TXvdMfEQqF3rSJwtndXDvR8P2ddFg9j4C3,5337.14325
TYo2oDKt4eC3ehP7hsdueEeg4GyhzLkaGc,1165.62984
TNch9gSCnHxvd2S8kBT4QvoFfR48secNiC,1.01898
TVoqER4j89gy7qRAQukMs5y6U7n3nQJse5,15122.73746
TVxVmvt7sY1Gd1boLxUnrW8tRAGQ9X9p7X,0.85912
TMnWkdv38GSbyaFgZRTSvks3hbJySTvBjs,16900.33543
TD5FV6qUGkRYXnz1FQTFYLAGhAtrU1YrBA,203624.82646
TMA65mYxEYwQG98zpwzsSN6bGftJV7bGTp,0.76961
THfcEtCwfjrBGzty7fLZXyQubNaE5zJQXP,842.24706
TTFVt8Dywf5qCvamBJqqS1g2MGQtGtgua6,77959.20420
TLnGAuQ6YXr5LcieLfMtsgVTmnULRQdRhB,4.41778
